City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
472,Regeneracao,-6.2378,-42.6883,37.48,21,100,3.14,BR,2021-08-24 18:59:06,overcast clouds
473,Surt,31.2089,16.5887,27.77,63,0,4.85,LY,2021-08-24 18:59:06,clear sky
474,Coracora,-15.0333,-73.7833,17.18,28,31,5.94,PE,2021-08-24 18:59:07,scattered clouds
475,Aparecida Do Taboado,-20.0867,-51.0936,35.68,17,0,2.55,BR,2021-08-24 18:59:07,clear sky
476,Toledo,39.8333,-4.0,32.16,59,100,6.39,ES,2021-08-24 18:55:45,overcast clouds
477,Carutapera,-1.195,-46.02,27.42,80,99,4.04,BR,2021-08-24 18:50:23,overcast clouds
478,Calvinia,-31.4707,19.776,10.85,62,0,1.97,ZA,2021-08-24 18:51:42,clear sky
479,Korla,41.7597,86.1469,26.16,17,100,4.66,CN,2021-08-24 18:51:06,overcast clouds
480,Lichinga,-13.3128,35.2406,18.05,55,0,3.09,MZ,2021-08-24 18:59:07,clear sky
481,Elesbao Veloso,-6.2019,-42.1403,37.07,21,98,2.06,BR,2021-08-24 18:59:08,overcast clouds
482,Hit,33.6416,42.8251,37.06,15,0,4.64,IQ,2021-08-24 18:50:06,clear sky
483,San Juan,-31.5375,-68.5364,15.09,18,0,1.32,AR,2021-08-24 18:54:59,clear sky
484,Puri,19.8,85.85,27.29,79,98,6.54,IN,2021-08-24 18:59:08,overcast clouds
485,Krasnogvardeyets,52.6804,52.3635,24.86,38,100,2.94,RU,2021-08-24 18:59:08,overcast clouds
486,Hammerfest,70.6634,23.6821,12.25,62,75,2.57,NO,2021-08-24 18:59:09,broken clouds
487,Tambo,-14.8,-73.9167,10.0,30,19,7.68,PE,2021-08-24 18:59:09,few clouds
488,Cruzeiro Do Sul,-29.5128,-51.9853,23.35,67,31,2.57,BR,2021-08-24 18:59:09,scattered clouds
489,Santa Elena,-2.2333,-80.85,23.75,73,75,4.12,EC,2021-08-24 18:59:10,broken clouds
490,Taltal,-25.4,-70.4833,13.16,69,100,2.24,CL,2021-08-24 18:59:10,overcast clouds
491,Kitgum,3.2783,32.8867,21.22,78,58,0.55,UG,2021-08-24 18:59:10,broken clouds
492,Kati,12.7441,-8.0726,31.67,88,41,2.76,ML,2021-08-24 18:59:11,moderate rain
493,Doka,13.5167,35.7667,23.44,79,100,4.28,SD,2021-08-24 18:59:11,overcast clouds
494,Bilma,18.6853,12.9164,36.83,19,5,2.86,NE,2021-08-24 18:49:39,clear sky
495,Holly Hill,29.2436,-81.0376,33.95,55,75,3.13,US,2021-08-24 18:59:11,haze
496,Dangriga,16.9692,-88.2321,31.98,84,100,5.41,BZ,2021-08-24 18:59:12,overcast clouds
497,La Sarre,48.8002,-79.1996,27.04,44,15,4.5,CA,2021-08-24 18:59:12,few clouds
498,Warrenton,-28.114,24.8475,15.79,14,0,3.02,ZA,2021-08-24 18:59:12,clear sky
499,Filadelfia,39.9523,-75.1638,34.45,52,1,2.24,US,2021-08-24 18:59:13,clear sky
500,Revda,56.801,59.9303,19.45,64,100,1.22,RU,2021-08-24 18:59:13,overcast clouds
501,Inhambane,-23.865,35.3833,21.99,94,0,4.63,MZ,2021-08-24 18:49:49,clear sky
502,Maragogi,-9.0122,-35.2225,25.16,80,21,4.92,BR,2021-08-24 18:59:13,few clouds
503,Goiatuba,-18.0125,-49.3547,32.66,19,3,2.78,BR,2021-08-24 18:59:14,clear sky
504,Rocha,-34.4833,-54.3333,12.82,62,100,3.03,UY,2021-08-24 18:59:14,overcast clouds
505,Karabuk,41.2049,32.6277,20.81,67,0,0.47,TR,2021-08-24 18:59:14,clear sky
506,Kapoeta,4.7717,33.5903,27.49,42,42,2.09,SS,2021-08-24 18:59:15,scattered clouds
507,Valparaiso,-33.0393,-71.6273,16.8,51,20,4.63,CL,2021-08-24 18:59:02,few clouds
508,Caravelas,-17.7125,-39.2481,24.53,56,0,4.11,BR,2021-08-24 18:59:15,clear sky
509,Walvis Bay,-22.9575,14.5053,12.83,82,0,2.57,NA,2021-08-24 18:59:15,clear sky
510,Rabo De Peixe,37.8,-25.5833,22.73,73,75,6.17,PT,2021-08-24 18:59:15,broken clouds
511,Atocha,-20.9333,-66.2333,12.27,6,0,12.7,BO,2021-08-24 18:59:16,clear sky
512,Knysna,-34.0363,23.0471,14.21,78,77,1.96,ZA,2021-08-24 18:59:16,broken clouds
513,Copiapo,-27.3667,-70.3333,15.33,46,100,5.7,CL,2021-08-24 18:59:16,overcast clouds
514,Benin,9.5,2.25,24.17,90,100,1.49,BJ,2021-08-24 18:59:17,light rain
515,Penzance,50.1186,-5.5371,20.56,75,0,3.68,GB,2021-08-24 18:59:17,clear sky
516,Kataysk,56.289,62.5841,22.57,35,14,2.16,RU,2021-08-24 18:59:17,few clouds
517,Velikiy Ustyug,60.7644,46.3106,11.93,91,100,0.56,RU,2021-08-24 18:59:17,overcast clouds
518,Danville,36.586,-79.395,35.18,61,7,1.24,US,2021-08-24 18:56:36,clear sky
519,Revadanda,18.5503,72.9278,28.0,88,100,1.11,IN,2021-08-24 18:59:18,overcast clouds
520,Eregli,37.5133,34.0467,21.52,34,0,1.93,TR,2021-08-24 18:59:18,clear sky
521,Velka Nad Velickou,48.8826,17.5206,15.19,83,100,6.58,CZ,2021-08-24 18:59:18,overcast clouds
522,Roura,4.7263,-52.3274,31.95,66,40,6.69,GF,2021-08-24 18:59:19,scattered clouds
523,Tete,-16.1564,33.5867,29.05,39,0,3.6,MZ,2021-08-24 18:50:11,clear sky
524,Urucara,-2.5364,-57.76,38.15,25,84,2.34,BR,2021-08-24 18:51:31,broken clouds
525,Bam,29.106,58.357,32.25,13,1,5.92,IR,2021-08-24 18:59:19,clear sky
526,Rathkeale,52.5244,-8.9381,22.73,60,20,2.57,IE,2021-08-24 18:59:19,few clouds
527,Lake Mary,28.7589,-81.3178,34.1,68,100,1.34,US,2021-08-24 18:55:07,overcast clouds
528,Acari,-15.4311,-74.6158,19.96,65,51,5.07,PE,2021-08-24 18:59:20,broken clouds
529,Nuuk,64.1835,-51.7216,12.34,62,75,4.63,GL,2021-08-24 18:48:28,broken clouds
530,Sunel,24.3667,75.9667,25.38,83,25,6.16,IN,2021-08-24 18:59:20,scattered clouds
531,Qena,26.1615,32.7183,34.06,20,0,4.14,EG,2021-08-24 18:59:21,clear sky
532,Carauari,-4.8828,-66.8958,39.15,24,77,1.58,BR,2021-08-24 18:58:03,broken clouds
533,Aquiraz,-3.9014,-38.3911,29.05,68,91,6.69,BR,2021-08-24 18:59:21,overcast clouds
534,Liwale,-9.7667,37.9333,21.97,68,25,3.59,TZ,2021-08-24 18:59:21,scattered clouds
535,Tulum,20.2167,-87.4667,31.63,70,94,2.83,MX,2021-08-24 18:59:22,overcast clouds
536,San Ramon,37.7799,-121.978,25.58,57,0,2.68,US,2021-08-24 18:55:01,clear sky
537,Guanica,17.9716,-66.908,32.77,69,69,3.13,PR,2021-08-24 18:59:22,broken clouds
538,Tambura,5.6,27.4667,21.08,90,55,0.58,SS,2021-08-24 18:59:22,broken clouds
539,Quatre Cocos,-20.2078,57.7625,21.06,63,98,7.49,MU,2021-08-24 18:55:08,overcast clouds
540,Manacapuru,-3.2997,-60.6206,34.32,35,82,1.15,BR,2021-08-24 18:59:23,broken clouds
541,Vincennes,48.85,2.4333,21.16,52,0,1.79,FR,2021-08-24 18:59:23,clear sky
542,Katrineholm,58.9959,16.2072,17.07,65,100,2.53,SE,2021-08-24 18:59:23,overcast clouds
543,San Francisco,37.7749,-122.4194,26.73,76,40,1.34,US,2021-08-24 18:56:33,scattered clouds
544,Manaure,11.7751,-72.4445,29.01,73,99,10.42,CO,2021-08-24 18:59:23,overcast clouds
545,Manjacaze,-24.7117,33.8828,23.8,50,75,3.91,MZ,2021-08-24 18:50:04,broken clouds
546,Bani,18.2833,-70.3333,33.69,58,90,5.74,DO,2021-08-24 18:49:32,overcast clouds
547,Lubumbashi,-11.6609,27.4794,23.06,38,76,0.84,CD,2021-08-24 18:58:02,broken clouds
548,Kaina,12.6374,8.5873,25.38,51,51,2.97,NG,2021-08-24 18:59:24,broken clouds
549,Lobito,-12.3481,13.5456,20.91,87,92,2.43,AO,2021-08-24 18:59:24,overcast clouds
550,Rumonge,-3.9736,29.4386,25.72,45,16,1.5,BI,2021-08-24 18:59:25,few clouds
551,Talnakh,69.4865,88.3972,10.6,88,100,7.09,RU,2021-08-24 18:51:49,light rain
552,Baghdad,33.3406,44.4009,33.95,26,0,3.09,IQ,2021-08-24 18:56:28,clear sky
553,Prado,-17.3411,-39.2208,24.15,62,0,4.17,BR,2021-08-24 18:59:25,clear sky
554,Aktau,43.65,51.2,26.32,76,25,4.39,KZ,2021-08-24 18:59:25,scattered clouds
555,Volkhov,59.9258,32.3382,9.92,91,100,2.6,RU,2021-08-24 18:50:56,light rain
556,Isiro,2.7739,27.616,20.97,82,48,1.09,CD,2021-08-24 18:59:26,scattered clouds
557,Guara,-20.4283,-47.8242,34.12,16,1,0.8,BR,2021-08-24 18:59:26,clear sky
558,Umm Lajj,25.0213,37.2685,31.98,49,26,3.87,SA,2021-08-24 18:49:28,scattered clouds
559,Shaki,41.0833,47.1667,23.44,65,95,1.87,AZ,2021-08-24 18:59:16,overcast clouds
560,Paracuru,-3.41,-39.0306,29.01,64,55,7.74,BR,2021-08-24 18:59:26,broken clouds
561,San Vicente,-26.6167,-54.1333,26.87,50,75,2.65,AR,2021-08-24 18:59:27,broken clouds
562,Buenaventura,3.8801,-77.0312,24.9,95,100,2.69,CO,2021-08-24 18:59:27,overcast clouds
563,Marawi,7.9986,124.2928,18.14,93,100,1.16,PH,2021-08-24 18:59:27,overcast clouds
564,Roald,62.5833,6.1333,16.73,94,75,12.86,NO,2021-08-24 18:51:35,light intensity drizzle
565,Birao,10.2849,22.7882,23.52,81,100,1.1,CF,2021-08-24 18:59:28,overcast clouds
566,Skibotn,69.3913,20.2679,9.05,82,100,5.06,NO,2021-08-24 18:59:28,overcast clouds
567,Jimani,18.4917,-71.8502,36.83,28,74,0.35,DO,2021-08-24 18:59:28,broken clouds
568,Yaounde,3.8667,11.5167,24.74,83,75,1.03,CM,2021-08-24 18:56:15,thunderstorm
569,Abalak,58.1286,68.5944,21.09,54,10,2.37,RU,2021-08-24 18:59:29,clear sky
570,Santa Vitoria Do Palmar,-33.5189,-53.3681,11.11,91,100,3.49,BR,2021-08-24 18:51:17,overcast clouds
571,Marzuq,14.4,46.4667,28.59,53,91,2.12,YE,2021-08-24 18:59:29,overcast clouds
572,Lokoja,7.8024,6.743,24.77,94,15,2.16,NG,2021-08-24 18:59:29,light rain
573,Harwich,51.9419,1.2844,17.78,78,99,4.47,GB,2021-08-24 18:59:30,overcast clouds
574,Shipunovo,52.1582,82.2173,15.59,68,0,4.76,RU,2021-08-24 18:59:30,clear sky
575,Aksarka,66.5606,67.7975,8.37,83,11,3.56,RU,2021-08-24 18:59:30,few clouds
576,Miracema Do Tocantins,-9.5618,-48.3967,38.45,17,71,1.17,BR,2021-08-24 18:59:31,broken clouds
577,Kipushi,-11.7667,27.2333,22.52,37,82,0.93,CD,2021-08-24 18:59:31,broken clouds
578,Chagoda,59.164,35.3285,7.42,97,9,2.19,RU,2021-08-24 18:59:31,clear sky
579,Constantine,36.365,6.6147,27.67,47,40,2.57,DZ,2021-08-24 18:45:19,scattered clouds
580,Ikare,7.4913,5.2322,22.2,98,58,1.6,NG,2021-08-24 18:59:32,light rain
581,San Rafael,-34.6177,-68.3301,14.48,19,0,2.26,AR,2021-08-24 18:57:27,clear sky
582,Chapleau,47.8405,-83.4034,25.05,50,40,3.09,CA,2021-08-24 18:59:32,scattered clouds
583,Yabassi,4.457,9.9682,25.8,94,89,0.91,CM,2021-08-24 18:59:33,overcast clouds
584,Itaituba,-4.2761,-55.9836,36.09,46,40,5.14,BR,2021-08-24 18:59:33,scattered clouds
585,Gazojak,41.1875,61.4036,28.37,20,0,4.56,TM,2021-08-24 18:59:33,clear sky
586,Asbury Park,40.2204,-74.0121,34.41,54,1,0.89,US,2021-08-24 18:55:29,clear sky
587,Nouakchott,18.0858,-15.9785,29.96,78,95,7.36,MR,2021-08-24 18:59:34,overcast clouds
588,Camacha,33.0833,-16.3333,23.42,69,40,5.66,PT,2021-08-24 18:59:34,scattered clouds
589,Madona,56.8533,26.217,11.0,81,100,2.18,LV,2021-08-24 18:59:34,overcast clouds
590,Semibratovo,57.3046,39.5369,9.92,70,82,3.11,RU,2021-08-24 18:59:35,broken clouds
591,Vallenar,-28.5708,-70.7581,16.21,41,22,6.21,CL,2021-08-24 18:50:39,few clouds
592,Dakoro,14.5106,6.765,34.46,33,10,2.43,NE,2021-08-24 18:59:35,clear sky
593,Hun,29.1268,15.9477,30.74,25,0,3.84,LY,2021-08-24 18:59:35,clear sky
594,Ravar,31.2656,56.8055,28.36,11,0,4.4,IR,2021-08-24 18:59:36,clear sky
595,Rafsanjan,30.4067,55.9939,28.33,16,5,1.79,IR,2021-08-24 18:59:36,clear sky
596,Tambopata,-12.7333,-69.1833,33.94,52,40,4.12,PE,2021-08-24 18:59:36,scattered clouds
597,Fereydun Kenar,36.6864,52.5225,26.17,72,0,2.35,IR,2021-08-24 18:59:36,clear sky
598,Semey,50.4111,80.2275,17.93,51,0,4.54,KZ,2021-08-24 18:59:37,clear sky
599,Mikhaylovka,50.06,43.2379,17.23,58,61,1.89,RU,2021-08-24 18:59:37,broken clouds
600,Tubuala,9.5167,-79.0333,27.06,74,100,2.67,PA,2021-08-24 18:59:37,overcast clouds
601,Rio Grande,-32.035,-52.0986,14.06,93,100,8.13,BR,2021-08-24 18:47:35,overcast clouds
602,Hwange,-18.3693,26.5019,23.94,41,2,1.55,ZW,2021-08-24 18:59:38,clear sky
603,Sibi,29.5448,67.8764,36.49,16,0,1.71,PK,2021-08-24 18:59:38,clear sky
604,Kalamazoo,42.2506,-85.55,32.42,55,96,4.34,US,2021-08-24 18:59:24,overcast clouds
605,Bonavista,48.6499,-53.1147,22.0,81,100,7.9,CA,2021-08-24 18:51:21,light rain
606,Padang,-0.9492,100.3543,24.03,84,100,1.44,ID,2021-08-24 18:59:38,overcast clouds
607,Corrente,-3.7367,-43.3394,35.23,32,98,1.35,BR,2021-08-24 18:59:39,overcast clouds
608,Mucurici,-18.0933,-40.5158,25.83,48,97,6.8,BR,2021-08-24 18:59:39,overcast clouds
609,Nicoya,10.1483,-85.452,27.75,74,82,1.62,CR,2021-08-24 18:49:50,broken clouds
610,Karpogory,64.0019,44.4451,8.39,78,100,2.13,RU,2021-08-24 18:59:39,overcast clouds
611,Saint-Pierre,-21.3393,55.4781,20.82,68,75,5.66,RE,2021-08-24 18:59:40,broken clouds
612,Nurota,40.5614,65.6886,26.05,18,0,1.84,UZ,2021-08-24 18:59:40,clear sky
613,Kurchum,48.5722,83.6542,18.61,33,5,1.67,KZ,2021-08-24 18:51:36,clear sky
614,Athmallik,20.7219,84.5348,26.66,82,84,0.9,IN,2021-08-24 18:59:40,broken clouds
615,Wetteren,50.9934,3.8721,19.43,56,28,4.18,BE,2021-08-24 18:59:41,scattered clouds
616,Sturgis,41.7992,-85.4192,33.5,40,1,4.12,US,2021-08-24 18:59:41,clear sky
617,Ormara,25.2088,64.6357,26.22,90,29,8.92,PK,2021-08-24 18:51:23,scattered clouds
618,General Roca,-39.0333,-67.5833,12.22,26,3,5.87,AR,2021-08-24 18:59:41,clear sky
619,Beckley,37.7782,-81.1882,31.02,57,1,2.06,US,2021-08-24 18:59:42,clear sky
620,Vannes,47.8333,-2.5,22.48,47,0,5.3,FR,2021-08-24 18:59:42,clear sky
621,Alexander City,32.944,-85.9539,34.62,49,1,2.06,US,2021-08-24 18:59:42,clear sky
622,Fort-Shevchenko,44.5086,50.263,26.5,71,100,4.48,KZ,2021-08-24 18:59:42,overcast clouds
623,Darnah,32.767,22.6367,25.75,72,0,7.05,LY,2021-08-24 18:59:43,clear sky
624,Igarka,67.4667,86.5833,10.48,74,11,8.38,RU,2021-08-24 18:59:43,few clouds
625,Maues,-3.3836,-57.7186,38.76,24,100,1.87,BR,2021-08-24 18:56:19,overcast clouds
626,Barcelos,41.5388,-8.6151,28.29,52,0,0.8,PT,2021-08-24 18:59:44,clear sky
627,Yining,29.0361,114.5636,22.53,98,30,0.07,CN,2021-08-24 18:59:44,light rain
628,Evansville,37.9748,-87.5558,35.36,55,0,0.45,US,2021-08-24 18:59:12,clear sky
629,Forio,40.7342,13.8646,27.16,84,2,1.79,IT,2021-08-24 18:59:44,clear sky
630,Embu,-23.6489,-46.8522,31.02,19,4,0.67,BR,2021-08-24 18:59:44,clear sky
631,Chilmari,25.5559,89.6715,26.81,89,100,3.44,BD,2021-08-24 18:59:45,overcast clouds
632,Daud Khel,32.875,71.5701,37.15,32,0,1.54,PK,2021-08-24 18:59:45,clear sky
633,Tekeli,44.83,78.8239,19.12,25,100,1.7,KZ,2021-08-24 18:59:45,overcast clouds
634,Lugovoy,42.9472,72.7644,22.22,42,6,2.72,KZ,2021-08-24 18:59:46,clear sky
635,Grand-Santi,4.25,-54.3833,30.88,57,100,0.42,GF,2021-08-24 18:59:46,overcast clouds
636,Polovinnoye,54.7914,65.9864,22.52,36,0,2.53,RU,2021-08-24 18:59:46,clear sky
637,Maputo,-25.9653,32.5892,24.82,61,40,6.17,MZ,2021-08-24 18:59:47,scattered clouds
638,Leshukonskoye,64.8989,45.7622,7.09,87,100,1.93,RU,2021-08-24 18:51:22,overcast clouds
639,Nanga Eboko,4.6833,12.3667,21.45,95,89,1.22,CM,2021-08-24 18:59:47,overcast clouds
640,Channel-Port Aux Basques,47.5702,-59.1367,20.07,98,100,6.84,CA,2021-08-24 18:59:47,light rain
641,Bansang,13.4333,-14.65,32.19,84,84,2.4,GM,2021-08-24 18:59:47,broken clouds
642,Pangody,65.85,74.4859,10.66,73,51,3.64,RU,2021-08-24 18:59:48,broken clouds
643,Tucuru,15.3,-90.0667,27.46,76,99,2.0,GT,2021-08-24 18:59:48,overcast clouds
644,Wagar,16.1525,36.2032,27.4,63,100,6.51,SD,2021-08-24 18:59:48,overcast clouds
645,Delta Del Tigre,-34.7633,-56.3853,14.23,51,0,3.6,UY,2021-08-24 18:59:49,clear sky
646,Goundam,16.4145,-3.6708,38.52,24,47,1.15,ML,2021-08-24 18:59:49,scattered clouds
647,Lucapa,-8.4192,20.7447,22.36,70,100,1.86,AO,2021-08-24 18:59:49,overcast clouds
648,Sabha,27.0377,14.4283,30.89,21,0,4.77,LY,2021-08-24 18:59:49,clear sky
649,Onega,63.9061,38.1404,8.62,70,100,2.87,RU,2021-08-24 18:59:50,overcast clouds
650,Ouadda,8.0777,22.4007,20.76,98,100,2.16,CF,2021-08-24 18:59:50,heavy intensity rain
651,Port Shepstone,-30.7414,30.455,17.59,70,0,2.74,ZA,2021-08-24 18:59:50,clear sky
652,Turukhansk,65.8167,87.9833,12.4,77,73,3.93,RU,2021-08-24 18:50:00,broken clouds
653,Ghanzi,-21.5667,21.7833,21.6,27,5,3.02,BW,2021-08-24 18:59:51,clear sky
654,Calafell,41.2,1.5683,25.93,66,100,2.95,ES,2021-08-24 18:59:51,overcast clouds
655,Sangueya,10.7,-14.3667,25.24,89,76,1.86,GN,2021-08-24 18:59:51,broken clouds
656,Paamiut,61.994,-49.6678,5.88,89,47,1.92,GL,2021-08-24 18:50:07,scattered clouds
657,Vetralla,42.3098,12.0784,21.48,78,2,0.44,IT,2021-08-24 18:59:52,clear sky
658,Korgen,66.0771,13.8153,11.84,98,100,1.96,NO,2021-08-24 18:59:52,light rain
659,Pali,25.7667,73.3333,30.78,51,100,7.28,IN,2021-08-24 18:59:52,overcast clouds
660,Mayen,50.3333,7.2167,18.13,70,85,2.77,DE,2021-08-24 18:59:52,overcast clouds
661,Hvolsvollur,63.7533,-20.2243,14.89,94,100,3.22,IS,2021-08-24 18:59:53,overcast clouds
662,Kita,13.0349,-9.4895,25.44,84,50,1.25,ML,2021-08-24 18:59:53,light rain
663,Mahajanga,-15.7167,46.3167,22.01,78,0,2.06,MG,2021-08-24 18:59:53,clear sky
664,Pionerskiy,54.9508,20.2275,13.91,67,15,6.24,RU,2021-08-24 18:59:54,few clouds
665,Sao Lourenco Do Sul,-31.3653,-51.9783,14.03,95,100,5.88,BR,2021-08-24 18:55:34,overcast clouds
666,Kochkurovo,54.0358,45.4184,15.54,56,91,2.4,RU,2021-08-24 18:59:54,overcast clouds
667,Bibbiena,43.6965,11.8135,21.33,71,20,2.54,IT,2021-08-24 18:59:54,few clouds
668,Rodrigues Alves,-7.738,-72.6509,38.11,22,99,1.83,BR,2021-08-24 18:59:55,overcast clouds
669,Mao,39.8885,4.2658,24.31,64,20,6.69,ES,2021-08-24 18:50:48,few clouds
670,Kamenka,51.3223,42.7678,15.87,63,79,1.41,RU,2021-08-24 18:59:55,broken clouds
671,Hualmay,-11.0964,-77.6139,18.14,78,63,6.74,PE,2021-08-24 18:59:55,broken clouds
672,Kirgiz-Miyaki,53.6324,54.7979,23.15,31,100,2.63,RU,2021-08-24 18:59:56,overcast clouds
673,Kashi,39.4547,75.9797,24.56,35,97,5.0,CN,2021-08-24 18:49:56,overcast clouds
674,Krasnoselkup,65.7,82.4667,12.18,74,17,4.39,RU,2021-08-24 18:50:59,few clouds
675,Pontes E Lacerda,-15.2261,-59.3353,38.65,15,0,3.46,BR,2021-08-24 18:59:56,clear sky
676,Kpandae,8.4689,-0.0113,26.16,80,100,2.43,GH,2021-08-24 18:59:56,light rain
677,Slonim,53.0867,25.3219,13.64,67,91,4.64,BY,2021-08-24 18:59:57,overcast clouds
678,Fray Bentos,-33.1325,-58.2956,16.52,52,100,5.17,UY,2021-08-24 18:59:57,overcast clouds
679,Statesville,35.7826,-80.8873,35.37,54,40,2.57,US,2021-08-24 18:56:03,scattered clouds
680,Manavalakurichi,8.1333,77.3,27.05,87,42,2.62,IN,2021-08-24 18:59:58,scattered clouds
681,Kembe,4.6228,21.8865,22.72,85,93,0.92,CF,2021-08-24 18:59:58,light rain
682,Ponta Delgada,37.7333,-25.6667,23.4,73,75,6.17,PT,2021-08-24 18:50:23,broken clouds
683,Umea,63.8284,20.2597,11.06,87,75,4.63,SE,2021-08-24 18:59:58,moderate rain
684,Haldensleben,52.2891,11.4098,17.19,63,30,2.35,DE,2021-08-24 18:59:59,scattered clouds
685,Shaghat,39.5625,45.9143,23.39,87,62,3.84,AM,2021-08-24 18:59:59,broken clouds
686,Punta Cardon,11.6581,-70.215,29.37,69,100,4.8,VE,2021-08-24 18:59:59,overcast clouds
687,Ayagoz,47.9714,80.4392,17.49,26,0,4.29,KZ,2021-08-24 18:59:59,clear sky
688,Rafaela,-31.2503,-61.4867,18.32,20,100,3.13,AR,2021-08-24 19:00:00,overcast clouds
689,Uige,-7.6087,15.0613,20.88,74,100,0.57,AO,2021-08-24 19:00:01,overcast clouds
690,Dinguiraye,11.3,-10.7167,23.92,88,22,1.33,GN,2021-08-24 19:00:01,light rain
691,Strezhevoy,60.7333,77.5889,18.99,70,88,2.4,RU,2021-08-24 19:00:05,overcast clouds
692,Maniwaki,46.3834,-75.966,30.35,39,0,3.47,CA,2021-08-24 19:00:05,clear sky
693,Waren,53.5167,12.6833,15.83,70,100,2.53,DE,2021-08-24 19:00:07,overcast clouds
694,Puerto El Triunfo,13.2833,-88.55,29.56,70,27,3.06,SV,2021-08-24 19:00:08,scattered clouds
695,Necochea,-38.5473,-58.7368,11.69,39,91,4.02,AR,2021-08-24 18:56:02,overcast clouds
696,Amzya,56.2354,54.3868,20.01,67,99,1.31,RU,2021-08-24 19:00:09,light rain
697,Aste,45.7906,11.0961,20.42,86,90,1.47,IT,2021-08-24 19:00:09,light rain
698,Aksu,41.1231,80.2644,22.69,48,100,7.99,CN,2021-08-24 19:00:10,overcast clouds
699,Loandjili,-4.7561,11.8578,23.74,82,100,4.47,CG,2021-08-24 19:00:10,overcast clouds
700,Trincomalee,8.5711,81.2335,26.86,76,70,5.53,LK,2021-08-24 19:00:11,broken clouds
701,Sundarnagar,31.5333,76.8833,23.9,83,46,1.8,IN,2021-08-24 19:00:11,light rain
702,Alekseyevka,50.6309,38.6903,18.77,40,6,2.18,RU,2021-08-24 19:00:12,clear sky
703,Alakurtti,66.9672,30.3491,6.46,87,89,1.54,RU,2021-08-24 19:00:13,overcast clouds
704,Urengoy,65.9667,78.3667,11.2,76,16,4.17,RU,2021-08-24 19:00:14,few clouds
705,Ashqelon,31.6693,34.5715,28.23,66,0,2.99,IL,2021-08-24 19:00:14,clear sky
706,Taoudenni,22.6783,-3.9836,40.88,7,0,4.89,ML,2021-08-24 19:00:15,clear sky
707,Samana,19.2056,-69.3369,29.38,67,100,3.54,DO,2021-08-24 19:00:15,overcast clouds
708,Mabaruma,8.2,-59.7833,30.85,59,22,3.04,GY,2021-08-24 19:00:16,few clouds
